Common_name,Functional_group,Attribute_type,Attribute_name,Data_quality,Low,Moderate,High,Very_high,Mean,Component_score,Vulnerability_rank,Region
Rougheye rockfish,Rockfish,Exposure,Mean Sea Surface Salinity,1,19,1,0,0,1.05,High,Moderate,general
Rougheye rockfish,Rockfish,Exposure,Mean Sea Surface Temperature,2,0,0,12,8,3.4,High,Moderate,general
Rougheye rockfish,Rockfish,Exposure,Ocean Acidification,2.5,0,0,0,20,4,High,Moderate,general
Rougheye rockfish,Rockfish,Exposure,Phenology of Upwelling,1.5,9,9,2,0,1.65,High,Moderate,general
Rougheye rockfish,Rockfish,Exposure,Sea Level Rise,2.5,19,1,0,0,1.05,High,Moderate,general
Rougheye rockfish,Rockfish,Exposure,Subsurface Oxygen,1.75,1,6,10,3,2.75,High,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Adult Mobility,2.5,15,4,1,0,1.3,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Complexity in Reproductive Strategy,1.5,5,8,6,1,2.15,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Dispersal of Early Life Stages,2.25,16,3,1,0,1.25,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Early Life History Survival and Settlement Requirements,2,2,7,8,3,2.6,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Habitat Specificity,2.75,16,3,1,0,1.25,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Other Stressors,1.25,11,7,2,0,1.55,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Population Growth Rate,2.25,2,3,9,6,2.95,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Prey Specificity,3,15,5,0,0,1.25,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Sensitivity to Ocean Acidification,2,10,8,2,0,1.6,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Sensitivity to Temperature,2,7,9,4,0,1.85,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Spawning Cycle,2.75,4,14,2,0,1.9,Moderate,Moderate,general
Sablefish,Other Groundfish,Sensitivity,Stock Size/Status,2.75,8,9,3,0,1.75,Moderate,Moderate,general
Sablefish,Other Groundfish,Exposure,Currents,1,8,6,5,1,1.95,High,Moderate,general
Sablefish,Other Groundfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.25,20,0,0,0,1,High,Moderate,general
Sablefish,Other Groundfish,Exposure,Mean Precipitation,1,20,0,0,0,1,High,Moderate,general
Sablefish,Other Groundfish,Exposure,Mean Sea Surface Salinity,1.5,14,4,2,0,1.4,High,Moderate,general
Sablefish,Other Groundfish,Exposure,Mean Sea Surface Temperature,2.5,0,3,13,4,3.05,High,Moderate,general
Sablefish,Other Groundfish,Exposure,Ocean Acidification,3,0,0,1,19,3.95,High,Moderate,general
Sablefish,Other Groundfish,Exposure,Phenology of Upwelling,2,7,7,5,1,2,High,Moderate,general
Sablefish,Other Groundfish,Exposure,Sea Level Rise,2.75,20,0,0,0,1,High,Moderate,general
Sablefish,Other Groundfish,Exposure,Subsurface Oxygen,1.75,4,10,3,3,2.25,High,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Adult Mobility,2,4,11,5,0,2.05,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Complexity in Reproductive Strategy,1.25,1,13,6,0,2.25,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Dispersal of Early Life Stages,2.25,11,9,0,0,1.45,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Early Life History Survival and Settlement Requirements,1.25,1,9,10,0,2.45,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Habitat Specificity,2.5,3,10,7,0,2.2,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Other Stressors,1.25,9,10,1,0,1.6,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Population Growth Rate,2.25,0,10,8,2,2.6,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Prey Specificity,1.75,5,13,2,0,1.85,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Sensitivity to Ocean Acidification,1.5,16,4,0,0,1.2,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Sensitivity to Temperature,2.5,2,15,3,0,2.05,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Spawning Cycle,1.75,0,7,13,0,2.65,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Sensitivity,Stock Size/Status,1.75,5,11,4,0,1.95,Moderate,Moderate,general
Shortbelly Rockfish,Rockfish,Exposure,Currents,1,8,8,4,0,1.8,High,Moderate,general
Shortbelly Rockfish,Rockfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.25,20,0,0,0,1,High,Moderate,general
Shortbelly Rockfish,Rockfish,Exposure,Mean Precipitation,1,20,0,0,0,1,High,Moderate,general
Shortbelly Rockfish,Rockfish,Exposure,Mean Sea Surface Salinity,1,19,1,0,0,1.05,High,Moderate,general
Shortbelly Rockfish,Rockfish,Exposure,Mean Sea Surface Temperature,2,0,0,12,8,3.4,High,Moderate,general
Shortbelly Rockfish,Rockfish,Exposure,Ocean Acidification,2.5,0,0,0,20,4,High,Moderate,general
Shortbelly Rockfish,Rockfish,Exposure,Phenology of Upwelling,1.5,8,9,3,0,1.75,High,Moderate,general
Shortbelly Rockfish,Rockfish,Exposure,Sea Level Rise,2.5,19,1,0,0,1.05,High,Moderate,general
Shortbelly Rockfish,Rockfish,Exposure,Subsurface Oxygen,1.75,2,7,8,3,2.6,High,Moderate,general
Shortfin Mako Shark,HMS,Sensitivity,Adult Mobility,3,17,3,0,0,1.15,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Complexity in Reproductive Strategy,1.75,7,12,1,0,1.7,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Dispersal of Early Life Stages,2.5,18,2,0,0,1.1,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Early Life History Survival and Settlement Requirements,2.75,20,0,0,0,1,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Habitat Specificity,2.75,17,2,1,0,1.2,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Other Stressors,1.5,20,0,0,0,1,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Population Growth Rate,2.25,0,1,4,15,3.7,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Prey Specificity,3,8,11,1,0,1.65,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Sensitivity to Ocean Acidification,2.25,13,6,1,0,1.4,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Sensitivity to Temperature,3,16,4,0,0,1.2,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Spawning Cycle,2.75,10,9,1,0,1.55,Low,Low,general
Shortfin Mako Shark,HMS,Sensitivity,Stock Size/Status,2.5,14,6,0,0,1.3,Low,Low,general
Shortfin Mako Shark,HMS,Exposure,Currents,1.25,13,7,0,0,1.35,High,Low,general
Shortfin Mako Shark,HMS,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.75,20,0,0,0,1,High,Low,general
Shortfin Mako Shark,HMS,Exposure,Mean Precipitation,1,20,0,0,0,1,High,Low,general
Shortfin Mako Shark,HMS,Exposure,Mean Sea Surface Salinity,2.25,14,6,0,0,1.3,High,Low,general
Shortfin Mako Shark,HMS,Exposure,Mean Sea Surface Temperature,3,0,0,9,11,3.55,High,Low,general
Shortfin Mako Shark,HMS,Exposure,Ocean Acidification,3,0,0,0,20,4,High,Low,general
Shortfin Mako Shark,HMS,Exposure,Phenology of Upwelling,1.5,14,5,1,0,1.35,High,Low,general
Shortfin Mako Shark,HMS,Exposure,Sea Level Rise,2.5,20,0,0,0,1,High,Low,general
Shortfin Mako Shark,HMS,Exposure,Subsurface Oxygen,2,4,13,3,0,1.95,High,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Adult Mobility,1.5,5,11,4,0,1.95,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Complexity in Reproductive Strategy,1,4,12,4,0,2,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Dispersal of Early Life Stages,1,11,9,0,0,1.45,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Early Life History Survival and Settlement Requirements,1,1,9,10,0,2.45,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Habitat Specificity,1.5,1,9,10,0,2.45,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Other Stressors,1.5,10,10,0,0,1.5,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Population Growth Rate,1.75,0,0,2,18,3.9,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Prey Specificity,1.75,8,12,0,0,1.6,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Sensitivity to Ocean Acidification,1.5,14,6,0,0,1.3,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Sensitivity to Temperature,2.5,1,15,4,0,2.15,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Spawning Cycle,1.75,3,9,8,0,2.25,Low,Low,general
Shortraker rockfish,Rockfish,Sensitivity,Stock Size/Status,1,9,9,2,0,1.65,Low,Low,general
Shortraker rockfish,Rockfish,Exposure,Currents,1,8,8,4,0,1.8,High,Low,general
Shortraker rockfish,Rockfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.25,20,0,0,0,1,High,Low,general
Shortraker rockfish,Rockfish,Exposure,Mean Precipitation,1,20,0,0,0,1,High,Low,general
Shortraker rockfish,Rockfish,Exposure,Mean Sea Surface Salinity,1,19,1,0,0,1.05,High,Low,general
Shortraker rockfish,Rockfish,Exposure,Mean Sea Surface Temperature,2,0,0,12,8,3.4,High,Low,general
Shortraker rockfish,Rockfish,Exposure,Ocean Acidification,2.5,0,0,0,20,4,High,Low,general
Shortraker rockfish,Rockfish,Exposure,Phenology of Upwelling,1.5,9,9,2,0,1.65,High,Low,general
Shortraker rockfish,Rockfish,Exposure,Sea Level Rise,2.5,19,1,0,0,1.05,High,Low,general
Shortraker rockfish,Rockfish,Exposure,Subsurface Oxygen,1.75,1,6,10,3,2.75,High,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Adult Mobility,2,4,11,5,0,2.05,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Complexity in Reproductive Strategy,1.5,9,8,3,0,1.7,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Dispersal of Early Life Stages,1.75,17,3,0,0,1.15,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Early Life History Survival and Settlement Requirements,0.5,3,7,9,1,2.4,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Habitat Specificity,3,15,5,0,0,1.25,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Other Stressors,0.75,12,6,1,1,1.55,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Population Growth Rate,2.75,0,0,8,12,3.6,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Prey Specificity,2.75,16,4,0,0,1.2,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Sensitivity to Ocean Acidification,1.75,5,10,5,0,2,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Sensitivity to Temperature,2.25,9,9,2,0,1.65,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Spawning Cycle,2,7,11,1,1,1.8,Low,Low,general
Shortspine thornyhead,Other Groundfish,Sensitivity,Stock Size/Status,2.666666667,8,7,0,0,1.466666667,Low,Low,general
Shortspine thornyhead,Other Groundfish,Exposure,Currents,1,5,7,5,3,2.3,High,Low,general
Shortspine thornyhead,Other Groundfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.5,20,0,0,0,1,High,Low,general
Shortspine thornyhead,Other Groundfish,Exposure,Mean Precipitation,1,20,0,0,0,1,High,Low,general
Shortspine thornyhead,Other Groundfish,Exposure,Mean Sea Surface Salinity,1.5,11,9,0,0,1.45,High,Low,general
Shortspine thornyhead,Other Groundfish,Exposure,Mean Sea Surface Temperature,2.75,0,6,8,6,3,High,Low,general
Shortspine thornyhead,Other Groundfish,Exposure,Ocean Acidification,2.75,0,0,1,19,3.95,High,Low,general
Shortspine thornyhead,Other Groundfish,Exposure,Phenology of Upwelling,1.25,7,8,4,1,1.95,High,Low,general
Shortspine thornyhead,Other Groundfish,Exposure,Sea Level Rise,3,20,0,0,0,1,High,Low,general
Shortspine thornyhead,Other Groundfish,Exposure,Subsurface Oxygen,1.5,3,7,6,4,2.55,High,Low,general
Sockeye salmon,Salmon,Sensitivity,Adult Mobility,2.75,17,3,0,0,1.15,High,High,general
Sockeye salmon,Salmon,Sensitivity,Complexity in Reproductive Strategy,2.75,0,1,9,10,3.45,High,High,general
Sockeye salmon,Salmon,Sensitivity,Dispersal of Early Life Stages,3,0,0,2,18,3.9,High,High,general
Sockeye salmon,Salmon,Sensitivity,Early Life History Survival and Settlement Requirements,3,3,5,6,6,2.75,High,High,general
Sockeye salmon,Salmon,Sensitivity,Habitat Specificity,2.75,3,9,7,1,2.3,High,High,general
Sockeye salmon,Salmon,Sensitivity,Other Stressors,2.5,0,2,6,12,3.5,High,High,general
Sockeye salmon,Salmon,Sensitivity,Population Growth Rate,2,9,10,1,0,1.6,High,High,general
Sockeye salmon,Salmon,Sensitivity,Prey Specificity,2.75,4,13,2,1,2,High,High,general
Sockeye salmon,Salmon,Sensitivity,Sensitivity to Ocean Acidification,1.5,8,9,2,1,1.8,High,High,general
Sockeye salmon,Salmon,Sensitivity,Sensitivity to Temperature,2.75,3,12,5,0,2.1,High,High,general
Sockeye salmon,Salmon,Sensitivity,Spawning Cycle,3,0,1,9,10,3.45,High,High,general
Sockeye salmon,Salmon,Sensitivity,Stock Size/Status,2.25,5,10,4,1,2.05,High,High,general
Sockeye salmon,Salmon,Exposure,Currents,1,7,9,4,0,1.85,High,High,general
Sockeye salmon,Salmon,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.75,0,3,7,10,3.35,High,High,general
Sockeye salmon,Salmon,Exposure,Mean Precipitation,1,11,7,2,0,1.55,High,High,general
Sockeye salmon,Salmon,Exposure,Mean Sea Surface Salinity,2.25,12,8,0,0,1.4,High,High,general
Sockeye salmon,Salmon,Exposure,Mean Sea Surface Temperature,2.25,0,2,13,5,3.15,High,High,general
Sockeye salmon,Salmon,Exposure,Ocean Acidification,3,0,0,0,20,4,High,High,general
Sockeye salmon,Salmon,Exposure,Phenology of Upwelling,1.25,8,7,3,2,1.95,High,High,general
Sockeye salmon,Salmon,Exposure,Sea Level Rise,2.75,4,8,7,1,2.25,High,High,general
Sockeye salmon,Salmon,Exposure,Subsurface Oxygen,1.75,8,10,2,0,1.7,High,High,general
Southern Eulachon,Other Anadromous,Sensitivity,Adult Mobility,2.25,9,11,0,0,1.55,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Complexity in Reproductive Strategy,2.25,0,2,14,4,3.1,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Dispersal of Early Life Stages,2.5,4,8,8,0,2.2,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Early Life History Survival and Settlement Requirements,2.25,3,5,11,1,2.5,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Habitat Specificity,2.5,2,7,11,0,2.45,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Other Stressors,2,2,6,10,2,2.6,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Population Growth Rate,2,11,8,1,0,1.5,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Prey Specificity,2.5,12,7,1,0,1.45,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Sensitivity to Ocean Acidification,1.5,11,9,0,0,1.45,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Sensitivity to Temperature,2.25,1,10,9,0,2.4,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Spawning Cycle,2.75,0,4,14,2,2.9,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Sensitivity,Stock Size/Status,1.75,4,10,6,0,2.1,Moderate,Moderate,general
Southern Eulachon,Other Anadromous,Exposure,Currents,1,9,8,3,0,1.7,High,Moderate,general
Southern Eulachon,Other Anadromous,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.25,13,7,0,0,1.35,High,Moderate,general
Southern Eulachon,Other Anadromous,Exposure,Mean Precipitation,1,8,4,7,1,2.05,High,Moderate,general
Southern Eulachon,Other Anadromous,Exposure,Mean Sea Surface Salinity,1,13,7,0,0,1.35,High,Moderate,general
Southern Eulachon,Other Anadromous,Exposure,Mean Sea Surface Temperature,2,0,3,10,7,3.2,High,Moderate,general
Southern Eulachon,Other Anadromous,Exposure,Ocean Acidification,2.5,0,0,5,15,3.75,High,Moderate,general
Southern Eulachon,Other Anadromous,Exposure,Phenology of Upwelling,2,4,12,4,0,2,High,Moderate,general
Southern Eulachon,Other Anadromous,Exposure,Sea Level Rise,2.25,2,7,10,1,2.5,High,Moderate,general
Southern Eulachon,Other Anadromous,Exposure,Subsurface Oxygen,1.25,7,10,3,0,1.8,High,Moderate,general
Spiny dogfish,Elasmobranch,Sensitivity,Adult Mobility,2.75,12,7,1,0,1.45,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Complexity in Reproductive Strategy,1.5,1,7,8,4,2.75,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Dispersal of Early Life Stages,2.5,2,4,5,9,3.05,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Early Life History Survival and Settlement Requirements,2.75,16,3,1,0,1.25,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Habitat Specificity,3,17,3,0,0,1.15,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Other Stressors,1.75,4,8,6,2,2.3,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Population Growth Rate,2.25,0,1,3,16,3.75,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Prey Specificity,3,18,2,0,0,1.1,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Sensitivity to Ocean Acidification,2.5,18,2,0,0,1.1,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Sensitivity to Temperature,2.75,5,6,9,0,2.2,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Spawning Cycle,1.5,2,8,8,2,2.5,High,High,general
Spiny dogfish,Elasmobranch,Sensitivity,Stock Size/Status,2.666666667,5,6,4,0,1.933333333,High,High,general
Spiny dogfish,Elasmobranch,Exposure,Currents,1,5,7,5,3,2.3,High,High,general
Spiny dogfish,Elasmobranch,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.5,20,0,0,0,1,High,High,general
Spiny dogfish,Elasmobranch,Exposure,Mean Precipitation,1,18,2,0,0,1.1,High,High,general
Spiny dogfish,Elasmobranch,Exposure,Mean Sea Surface Salinity,1.25,6,14,0,0,1.7,High,High,general
Spiny dogfish,Elasmobranch,Exposure,Mean Sea Surface Temperature,2.25,0,1,9,10,3.45,High,High,general
Spiny dogfish,Elasmobranch,Exposure,Ocean Acidification,2.75,0,0,1,19,3.95,High,High,general
Spiny dogfish,Elasmobranch,Exposure,Phenology of Upwelling,1.25,7,8,4,1,1.95,High,High,general
Spiny dogfish,Elasmobranch,Exposure,Sea Level Rise,3,10,7,3,0,1.65,High,High,general
Spiny dogfish,Elasmobranch,Exposure,Subsurface Oxygen,1.25,3,8,5,4,2.5,High,High,general
Starry flounder,Flatfish,Sensitivity,Adult Mobility,2.25,7,12,1,0,1.7,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Complexity in Reproductive Strategy,1.25,12,7,1,0,1.45,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Dispersal of Early Life Stages,2.25,14,6,0,0,1.3,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Early Life History Survival and Settlement Requirements,1.25,7,11,2,0,1.75,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Habitat Specificity,3,12,7,1,0,1.45,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Other Stressors,1.5,2,9,7,2,2.45,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Population Growth Rate,2.25,3,13,3,1,2.1,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Prey Specificity,2.666666667,11,4,0,0,1.266666667,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Sensitivity to Ocean Acidification,1.5,13,5,2,0,1.45,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Sensitivity to Temperature,2.666666667,12,3,0,0,1.2,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Spawning Cycle,2,1,5,9,0,2.533333333,Low,Low,general
Starry flounder,Flatfish,Sensitivity,Stock Size/Status,1.666666667,9,4,2,0,1.533333333,Low,Low,general
Starry flounder,Flatfish,Exposure,Currents,1,4,7,5,4,2.45,High,Low,general
Starry flounder,Flatfish,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.25,13,3,4,0,1.55,High,Low,general
Starry flounder,Flatfish,Exposure,Mean Precipitation,1,12,6,2,0,1.5,High,Low,general
Starry flounder,Flatfish,Exposure,Mean Sea Surface Salinity,1,5,14,1,0,1.8,High,Low,general
Starry flounder,Flatfish,Exposure,Mean Sea Surface Temperature,2.25,0,0,9,11,3.55,High,Low,general
Starry flounder,Flatfish,Exposure,Ocean Acidification,2.75,0,0,1,19,3.95,High,Low,general
Starry flounder,Flatfish,Exposure,Phenology of Upwelling,1.25,3,9,7,1,2.3,High,Low,general
Starry flounder,Flatfish,Exposure,Sea Level Rise,2.25,4,7,6,3,2.4,High,Low,general
Starry flounder,Flatfish,Exposure,Subsurface Oxygen,1.25,5,7,5,3,2.3,High,Low,general
Steelhead Salmon,Salmon,Sensitivity,Adult Mobility,2.5,17,3,0,0,1.15,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Complexity in Reproductive Strategy,2.75,0,1,9,10,3.45,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Dispersal of Early Life Stages,3,0,0,2,18,3.9,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Early Life History Survival and Settlement Requirements,3,3,5,6,6,2.75,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Habitat Specificity,2.5,7,11,2,0,1.75,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Other Stressors,2.5,0,2,6,12,3.5,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Population Growth Rate,2,7,11,2,0,1.75,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Prey Specificity,2.5,10,10,0,0,1.5,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Sensitivity to Ocean Acidification,1.5,8,9,2,1,1.8,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Sensitivity to Temperature,2.75,6,11,3,0,1.85,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Spawning Cycle,3,0,4,9,7,3.15,High,High,general
Steelhead Salmon,Salmon,Sensitivity,Stock Size/Status,1.75,7,8,5,0,1.9,High,High,general
Steelhead Salmon,Salmon,Exposure,Currents,1,7,9,4,0,1.85,High,High,general
Steelhead Salmon,Salmon,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.5,1,2,9,8,3.2,High,High,general
Steelhead Salmon,Salmon,Exposure,Mean Precipitation,1,11,7,2,0,1.55,High,High,general
Steelhead Salmon,Salmon,Exposure,Mean Sea Surface Salinity,2.25,12,8,0,0,1.4,High,High,general
Steelhead Salmon,Salmon,Exposure,Mean Sea Surface Temperature,2.5,0,2,14,4,3.1,High,High,general
Steelhead Salmon,Salmon,Exposure,Ocean Acidification,3,0,0,0,20,4,High,High,general
Steelhead Salmon,Salmon,Exposure,Phenology of Upwelling,1.25,7,7,4,2,2.05,High,High,general
Steelhead Salmon,Salmon,Exposure,Sea Level Rise,2.75,4,8,6,2,2.3,High,High,general
Steelhead Salmon,Salmon,Exposure,Subsurface Oxygen,1.75,8,9,3,0,1.75,High,High,general
Striped Marlin,HMS,Sensitivity,Adult Mobility,3,19,1,0,0,1.05,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Complexity in Reproductive Strategy,2.5,6,13,1,0,1.75,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Dispersal of Early Life Stages,1.5,19,1,0,0,1.05,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Early Life History Survival and Settlement Requirements,1.75,0,13,7,0,2.35,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Habitat Specificity,3,11,6,3,0,1.6,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Other Stressors,1.5,17,3,0,0,1.15,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Population Growth Rate,2.25,1,7,11,1,2.6,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Prey Specificity,3,7,11,2,0,1.75,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Sensitivity to Ocean Acidification,2,10,9,1,0,1.55,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Sensitivity to Temperature,3,5,12,3,0,1.9,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Spawning Cycle,3,1,11,8,0,2.35,Moderate,Moderate,general
Striped Marlin,HMS,Sensitivity,Stock Size/Status,2.75,0,0,10,10,3.5,Moderate,Moderate,general
Striped Marlin,HMS,Exposure,Currents,1.25,12,8,0,0,1.4,High,Moderate,general
Striped Marlin,HMS,Exposure,Air Temperature (Proxy for Nearshore Ocean Temp),2.75,20,0,0,0,1,High,Moderate,general
Striped Marlin,HMS,Exposure,Mean Precipitation,1,20,0,0,0,1,High,Moderate,general
Striped Marlin,HMS,Exposure,Mean Sea Surface Salinity,2.25,13,7,0,0,1.35,High,Moderate,general
Striped Marlin,HMS,Exposure,Mean Sea Surface Temperature,3,0,0,4,16,3.8,High,Moderate,general
Striped Marlin,HMS,Exposure,Ocean Acidification,3,0,0,0,20,4,High,Moderate,general
Striped Marlin,HMS,Exposure,Phenology of Upwelling,1.5,14,5,1,0,1.35,High,Moderate,general
Striped Marlin,HMS,Exposure,Sea Level Rise,2.5,20,0,0,0,1,High,Moderate,general
Striped Marlin,HMS,Exposure,Subsurface Oxygen,2,9,8,2,1,1.75,High,Moderate,general
Swordfish,HMS,Sensitivity,Adult Mobility,3,18,2,0,0,1.1,Low,Low,general
Swordfish,HMS,Sensitivity,Complexity in Reproductive Strategy,2.25,6,13,1,0,1.75,Low,Low,general
Swordfish,HMS,Sensitivity,Dispersal of Early Life Stages,2.25,18,2,0,0,1.1,Low,Low,general
Swordfish,HMS,Sensitivity,Early Life History Survival and Settlement Requirements,1.5,0,9,11,0,2.55,Low,Low,general
Swordfish,HMS,Sensitivity,Habitat Specificity,3,16,1,3,0,1.35,Low,Low,general
Swordfish,HMS,Sensitivity,Other Stressors,1.75,18,2,0,0,1.1,Low,Low,general
Swordfish,HMS,Sensitivity,Population Growth Rate,2.5,3,9,8,0,2.25,Low,Low,general
Swordfish,HMS,Sensitivity,Prey Specificity,3,8,11,1,0,1.65,Low,Low,general
Swordfish,HMS,Sensitivity,Sensitivity to Ocean Acidification,2.25,10,9,1,0,1.55,Low,Low,general
Swordfish,HMS,Sensitivity,Sensitivity to Temperature,3,17,3,0,0,1.15,Low,Low,general
