Ecosystem,Survey Type,Survey Name,Entity Name,Assessment Year,Assessment Month,Degree of Influence
California Current,Other Method,California Spearfishing Database (1958-2003) explored but rejected due to low sample size.,Cabezon - California,2009,9,Exploratory
California Current,Other Method,Discard information from the West Coast Observer Program,Quillback rockfish - Oregon,2021,9,Secondary
California Current,Other Method,Edison Power Impingement Survey (1972-2010).,Bocaccio - Southern Pacific Coast,2017,6,Secondary
California Current,Other Method,Enhanced Data Collection Project (EDCP) (1995-1999),China rockfish - Southern Pacific Coast,2019,9,Exploratory
California Current,Other Method,"Lam Research - In collaboration with the NWFSC and Moss Landing Marine Labs, lingcod in nearshore and offshore rocky reef habitats were collected between January 2016 and January 2017 via hook and line on chartered CPFVs. These composition data are used as CAAL, and therefore are not expanded.",Lingcod - Northern Pacific Coast,2021,9,Primary
California Current,Other Method,"Lam Research - In collaboration with the NWFSC and Moss Landing Marine Labs, lingcod in nearshore and offshore rocky reef habitats were collected between January 2016 and January 2017 via hook and line on chartered CPFVs. These composition data are used as CAAL, and therefore are not expanded.",Lingcod - Southern Pacific Coast,2021,9,Primary
California Current,Other Method,Monterey SCUBA Survey (1993-1998).,Cabezon - California,2009,9,Exploratory
California Current,Other Method,Monterey SCUBA Survey (1993-1998).,Cabezon - Northern California | Asmt,2019,9,Exploratory
California Current,Other Method,Monterey SCUBA Survey (1993-1998).,Cabezon - Southern California | Asmt,2019,9,Exploratory
California Current,Other Method,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Pacific hake - Pacific Coast,2024,2,Exploratory
California Current,Other Method,"ODFW Passive Integrated Transponder (PIT) tagging study off Newport, OR (2002-2018)",Black rockfish - Oregon | Asmt & Status,2023,7,Primary
California Current,Other Method,"ODFW Pit-Tagging Study off Newport, OR",Black rockfish - Southern Pacific Coast,2007,11,Primary
California Current,Other Method,PISCO SCUBA Survey (1999-2008). Explored but not retained in base case due to central California coverage.,Cabezon - California,2009,9,Exploratory
California Current,Other Method,PISCO SCUBA Survey (1999-2008). Explored but not retained in base case due to central California coverage.,Cabezon - Northern California | Asmt,2019,9,Exploratory
California Current,Other Method,PISCO SCUBA Survey (1999-2008). Explored but not retained in base case due to central California coverage.,Cabezon - Southern California | Asmt,2019,9,Exploratory
California Current,Other Method,PISCO Scuba (1999-2007). Explored but rejected because spatially limited.,Lingcod - Pacific Coast,2009,9,Exploratory
California Current,Other Method,Pikitch study (1985-1987),China rockfish - Southern Pacific Coast,2019,9,Exploratory
California Current,Other Method,SMURFS (conducted by PISCO and CalPOLY in San Louis Obispo) have both collected recruitment information on nearshore fishes in California (2006-2008).,Cabezon - Northern California | Asmt,2019,9,Exploratory
California Current,Other Method,SMURFS (conducted by PISCO and CalPOLY in San Louis Obispo) have both collected recruitment information on nearshore fishes in California (2006-2008).,Cabezon - Southern California | Asmt,2019,9,Exploratory
California Current,Other Method,SMURFS (conducted by PISCO and CalPOLY in San Louis Obispo) have both collected recruitment information on nearshore fishes in California (2006-2008).,Cabezon - California,2009,9,Exploratory
California Current,Other Method,Southern California Sanitation Index. Explored but rejected since cabezon are rarely encountered.,Cabezon - Northern California | Asmt,2019,9,Exploratory
California Current,Other Method,Southern California Sanitation Index. Explored but rejected since cabezon are rarely encountered.,Cabezon - Southern California | Asmt,2019,9,Exploratory
California Current,Other Method,Southern California Sanitation Index. Explored but rejected since cabezon are rarely encountered.,Cabezon - California,2009,9,Exploratory
California Current,Other Method,"Spawning escapement to the Upper Klamath, Trinity, Scott, Salmon, and Shasta rivers, as well as smaller tributaries, is cooperatively estimated by a consortium of tribes, agencies, and non-governmental organizations using a variety of methods including carcass surveys, weir counts, redd surveys, and mark-recapture studies",Chinook salmon - Northern California Coast: Klamath River Spring,2013,2,Primary
California Current,Other Method,TENERA SCUBA Survey (1977-2008). Explored but rejected due to very limited coverage.,Cabezon - Southern California | Asmt,2019,9,Exploratory
California Current,Other Method,TENERA SCUBA Survey (1977-2008). Explored but rejected due to very limited coverage.,Cabezon - California,2009,9,Exploratory
California Current,Other Method,TENERA Scuba (1976-2007) Explored but rejected due to spatially limited.,Lingcod - Pacific Coast,2009,9,Exploratory
California Current,Other Method,The West Coast Groundfish Observer Program (WCGOP) provides observer data on discarding across fishery sectors back to 2003.,Northern California Gopher / Black-and-Yellow Rockfish Complex,2019,9,Exploratory
California Current,Other Method,WDFW Mark-recapture tagging study (abundance index),Black rockfish - Northern Pacific Coast,2007,9,Primary
California Current,Other Method,WDFW Tagging CPUE Index,Black rockfish - Northern Pacific Coast,2007,9,Primary
California Current,Other Survey,"CDFG Hook and Line Survey (1979-1982, 1995-1998)",Cabezon - Southern California | Asmt,2019,9,Exploratory
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Longnose skate - Pacific Coast,2019,9,Primary
California Current,Other Survey,AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued.,Spiny dogfish - Pacific Coast,2021,11,Primary
California Current,Other Survey,AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued.,Splitnose rockfish - Pacific Coast,2009,6,Primary
California Current,Other Survey,AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued.,Pacific ocean perch - Pacific Coast,2017,11,Primary
California Current,Other Survey,AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued.,Arrowtooth flounder - Pacific Coast,2021,9,Primary
California Current,Other Survey,AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued.,Aurora rockfish - Pacific Coast,2013,9,Primary
California Current,Other Survey,AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued.,Dover sole - Pacific Coast,2021,6,Primary
California Current,Other Survey,AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued.,Longspine thornyhead - Pacific Coast,2019,9,Primary
California Current,Other Survey,AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued.,Pacific Coast Blackspotted and Rougheye Rockfish Complex | Asmt,2019,9,Primary
California Current,Other Survey,"AFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1996-2001). This survey has been discontinued. Survey data from 1997, 1999-2001 were used, as these years were consistent in survey spatial coverage",Darkblotched rockfish - Pacific Coast,2021,9,Primary
California Current,Other Survey,"AFSC Pacific Ocean Perch Survey - West Coast (1979, 1985). This survey has been discontinued.",Pacific ocean perch - Pacific Coast,2017,11,Secondary
California Current,Other Survey,"AFSC Slope Survey of West Coast - In this assessment, only data from 1997, 1999, 2000 and 2001 were used ? these years were consistent in latitudinal range (from 34o30? N. latitude to the U.S.-Canada border) and depth coverage (183-1280 m; 100-700 fm).",Longnose skate - Pacific Coast,2019,9,Primary
California Current,Other Survey,"AFSC West Coast bottom trawl ""triennial shelf survey""",China rockfish - Southern Pacific Coast,2019,9,Exploratory
California Current,Other Survey,AFSC slope survey - Discontinued,Widow rockfish - Pacific Coast,2023,9,Exploratory
California Current,Other Survey,AFSC/NWFSC Triennial Bottom Trawl Survey (discontinued),China rockfish - Pacific Coast,2013,11,Exploratory
California Current,Other Survey,AFSC/NWFSC Triennial Bottom Trawl Survey (discontinued),Copper rockfish - Pacific Coast,2013,11,Exploratory
California Current,Other Survey,AFSC/NWFSC West Coast Triennial Shelf Survey,Squarespot rockfish - Pacific Coast,2021,9,Exploratory
California Current,Other Survey,AFSC/NWFSC West Coast Triennial Shelf Survey ended in 2004,Petrale sole - Pacific Coast,2023,7,Primary
California Current,Other Survey,ALASKA FISHERIES SCIENCE CENTER SLOPE SURVEY - Discontinued,Sablefish - Pacific Coast,2023,8,Primary
California Current,Other Survey,Alaska Fisheries Science Center (AFSC) triennial shelf survey off Pacific coast. Conducted by AFSC 1977-2001 and NWFSC in 2004.,Kelp greenling - Oregon | Asmt & Status,2015,9,Exploratory
California Current,Other Survey,Alaska Fisheries Science Center (AFSC)/NWFSC Triennial Shelf Trawl Survey - Discontinued,Widow rockfish - Pacific Coast,2023,9,Primary
California Current,Other Survey,CCFRP Hook-and-Line Survey,Northern California Gopher / Black-and-Yellow Rockfish Complex,2019,9,Primary
California Current,Other Survey,"CDFG Hook and Line Survey (1978-1982, 1995-1998). Explored but rejected due to spatially limited and difference between time periods.",Lingcod - Pacific Coast,2009,9,Exploratory
California Current,Other Survey,"CDFG Hook and Line Survey (1979-1982, 1995-1998)",Cabezon - Northern California | Asmt,2019,9,Exploratory
California Current,Other Survey,"CDFG Hook and Line Survey (1979-1982, 1995-1998)",Cabezon - California,2009,9,Exploratory
California Current,Other Survey,CDFG and Interagency Ecological Program Pre-Recruit Survey,Starry flounder - Pacific Coast,2005,12,Secondary
California Current,Other Survey,California Collaborative Fisheries Research Program,Black rockfish - Point Conception / Oregon Border,2023,7,Primary
California Current,Other Survey,California Collaborative Fisheries Research Program,Black rockfish - South of Point Conception,2023,8,Primary
California Current,Other Survey,California State University Northridge with Vantuna Research Group (CSUN/VRG) gillnet survey (1995-2008),California scorpionfish - Southern California,2017,9,Primary
California Current,Other Survey,Combined LA/OC Sanitation District Trawl Survey Index,Cowcod - Southern California,2019,9,Primary
California Current,Other Survey,Discontinued -- AFSC + NEFSC slope bottom trawl,Shortspine thornyhead - Pacific Coast,2023,7,Primary
California Current,Other Survey,Edison Power Plant Impingement Survey (1972-2008),Cabezon - California,2009,9,Exploratory
California Current,Other Survey,Edison Power Plant Impingement Survey (1972-2008),Cabezon - Northern California | Asmt,2019,9,Exploratory
California Current,Other Survey,Edison Power Plant Impingement Survey (1972-2008),Cabezon - Southern California | Asmt,2019,9,Exploratory
California Current,Other Survey,IPHC Longline Survey,Big skate - Pacific Coast,2019,9,Secondary
California Current,Other Survey,IPHC Longline Survey (1999-2010). Separated into two indices for WA and OR.,Yelloweye rockfish - Pacific Coast,2023,9,Primary
California Current,Other Survey,IPHC longline survey,Widow rockfish - Pacific Coast,2023,9,Exploratory
California Current,Other Survey,International Pacific Halibut Commission (IPHC) longline survey,Lingcod - Northern Pacific Coast,2021,9,Exploratory
California Current,Other Survey,"International Pacific Halibut Commission (IPHC) longline survey. Note: The IPHC longline survey fishes in suitable habitat for rougheye rockfish, but the majority of the rockfish catch is yelloweye rockfish (S. ruberrimus). In 2012, 169 rockfish were observed in area 2A, and consisted of eleven different species. Of those 169 rockfish, 115 were yelloweye, and 13 were rougheye. Based on the low numbers of rougheye rockfish, the data were not used in this assessment.",Pacific Coast Blackspotted and Rougheye Rockfish Complex | Asmt,2019,9,Exploratory
California Current,Other Survey,International Pacific Halibut Commission Longline Survey,Longnose skate - Pacific Coast,2019,9,Primary
California Current,Other Survey,Los Angeles County Sanitation District Trawl Survey,Cowcod - Southern California,2019,9,Exploratory
California Current,Other Survey,Marine Reserve Program (ODFW) / Oregon State University SMURF Surveys,Cabezon - Northern Pacific Coast,2019,9,Exploratory
California Current,Other Survey,Marine Reserve Program (ODFW) Hook and Line Surveys,Cabezon - Northern Pacific Coast,2019,9,Exploratory
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Chilipepper - Southern Pacific Coast,2017,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Pacific ocean perch - Pacific Coast,2017,11,Exploratory
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Shortbelly rockfish - Pacific Coast,2007,6,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Splitnose rockfish - Pacific Coast,2009,6,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Yelloweye rockfish - Pacific Coast,2023,9,Secondary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. Separate indices for WA/OR and California.,Lingcod - Pacific Coast,2009,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. - Black rockfish are rarely taken in this survey so not used as an index of abundance in the assessment.,Black rockfish - Southern Pacific Coast,2007,11,Exploratory
California Current,Other Survey,"NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. Explored but rejected for this stock since the survey depth range in most years has been from 30-200 fm (Wilkins et al., 1995) which is outside the normal depth range of black rockfish and only 233 fish in 27 tows have been captured to date.",Black rockfish - Northern Pacific Coast,2007,9,Exploratory
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. The data from this survey were not used in the assessment because greenspotted rockfish were rarely caught in the survey.,Greenspotted rockfish - Pacific Coast,2011,9,Exploratory
California Current,Other Survey,"NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. The survey was separated into two indices (early 1980-1992, and late-1995-2004) due to a shift in timing of the survey.",Spiny dogfish - Pacific Coast,2021,11,Primary
California Current,Other Survey,"NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. This survey has been discontinued. The survey was separated into two indices (early 1980-1992, and late-1995-2004) due to a shift in timing of the survey.",Greenstriped rockfish - Pacific Coast,2009,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued,Pacific Coast Blackspotted and Rougheye Rockfish Complex | Asmt,2019,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Arrowtooth flounder - Pacific Coast,2021,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Aurora rockfish - Pacific Coast,2013,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Blackgill rockfish - Southern California,2019,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Pacific sanddab - Pacific Coast,2013,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued.,Yellowtail rockfish - Northern Pacific Coast,2017,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. Separate indices for early (1980-1992) and late (1995-2004) time series.,Lingcod - Northern Pacific Coast,2021,9,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. Separate indices for early (1980-1992) and late (1995-2004) time series.,Lingcod - Southern Pacific Coast,2021,9,Primary
California Current,Other Survey,"NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. The survey was separated into two indices (early 1980-1992, and late-1995-2004) due to a shift in depth and timing of the survey",Darkblotched rockfish - Pacific Coast,2021,9,Primary
California Current,Other Survey,"NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. The survey was separated into two indices (early 1980-1992, and late-1995-2004) due to a shift in timing of the survey.",English sole - Pacific Coast,2013,9,Primary
California Current,Other Survey,"NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. The survey was separated into two indices (early 1980-1992, and late-1995-2004) due to a shift in timing of the survey.",Rex sole - Pacific Coast,2023,7,Primary
California Current,Other Survey,"NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. The survey was separated into two indices (early 1980-1992, and late-1995-2004) due to a shift in timing of the survey.",Sharpchin rockfish - Pacific Coast,2013,9,Primary
California Current,Other Survey,"NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. The survey was separated into two indices (early 1980-1992, and late-1995-2004) due to a shift in timing of the survey.",Stripetail rockfish - Pacific Coast,2013,9,Primary
California Current,Other Survey,"NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. The survey was separated into two indices; shallowfrom 55-366 meters (1980-2004), the deeper range of triennial shelf survey from 366-500 meters for the later years (1995-2004).",Shortspine thornyhead - Pacific Coast,2023,7,Primary
California Current,Other Survey,"NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. This survey has been discontinued. The survey was separated into two indices (early 1980-1992, and late-1995-2004) due to a shift in timing of the survey.",Dover sole - Pacific Coast,2021,6,Primary
California Current,Other Survey,NMFS (Conducted by AFSC for 1977-2001 and NWFSC for 2004) Triennial Shelf Bottom Trawl Survey for Pacific coast groundfish. This survey has been discontinued. This survey was separated into two indices for the early period (1980-1992) and the later period 1995-2004) based on different time periods for which the survey began.,Canary rockfish - Pacific Coast,2023,9,Primary
California Current,Other Survey,NMFS Triennial Bottom Trawl Survey (discontinued),Brown rockfish - Pacific Coast,2013,11,Exploratory
California Current,Other Survey,NMFS Triennial Shelf Survey - retired,Big skate - Pacific Coast,2019,9,Primary
California Current,Other Survey,NMFS Triennial Shelf Survey - retired,Cabezon - Northern Pacific Coast,2019,9,Exploratory
California Current,Other Survey,"NMFS West Coast Triennial Bottom Trawl Survey, 1980-2004",Bocaccio - Southern Pacific Coast,2017,6,Primary
California Current,Other Survey,NMFS and IPHC Pot Surveys - Discontinued,Sablefish - Pacific Coast,2023,8,Exploratory
California Current,Other Survey,NORTHWEST FISHERIES SCIENCE CENTER SLOPE SURVEY - Discontinued in 2002,Sablefish - Pacific Coast,2023,8,Primary
California Current,Other Survey,"NWFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1999-2002). This survey has been expanded to the ""NWFSC Shelf/Slope Bottom Trawl Survey for Pacific coast groundfish (2003-current)",Aurora rockfish - Pacific Coast,2013,9,Primary
California Current,Other Survey,"NWFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1999-2002). This survey has been expanded to the ""NWFSC Shelf/Slope Bottom Trawl Survey for Pacific coast groundfish (2003-current) but slope depths covered in this survey are treated as a separate index.",Longspine thornyhead - Pacific Coast,2019,9,Primary
California Current,Other Survey,"NWFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1999-2002). This survey has been expanded to the ""NWFSC Shelf/Slope Bottom Trawl Survey for Pacific coast groundfish (2003-current) which is assumed to be Groundfish Bottom Trawl Survey in this drop-down list",Arrowtooth flounder - Pacific Coast,2021,9,Primary
California Current,Other Survey,"NWFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1999-2002). This survey has been expanded to the ""NWFSC Shelf/Slope Bottom Trawl Survey for Pacific coast groundfish (2003-current) which is assumed to be Groundfish Bottom Trawl Survey in this drop-down list",Blackgill rockfish - Southern California,2019,9,Primary
California Current,Other Survey,"NWFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1999-2002). This survey has been expanded to the ""NWFSC Shelf/Slope Bottom Trawl Survey for Pacific coast groundfish (2003-current) which is assumed to be Groundfish Bottom Trawl Survey in this drop-down list.",Dover sole - Pacific Coast,2021,6,Primary
California Current,Other Survey,"NWFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1999-2002). This survey has been expanded to the ""NWFSC Shelf/Slope Bottom Trawl Survey for Pacific coast groundfish (2003-current) which is assumed to be Groundfish Bottom Trawl Survey in this drop-down list.",Spiny dogfish - Pacific Coast,2021,11,Primary
California Current,Other Survey,"NWFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1999-2002). This survey has been expanded to the ""NWFSC Shelf/Slope Bottom Trawl Survey for Pacific coast groundfish (2003-current) which is assumed to be Groundfish Bottom Trawl Survey in this drop-down list.",Splitnose rockfish - Pacific Coast,2009,6,Primary
California Current,Other Survey,"NWFSC - Slope Bottom Trawl Survey for Pacific coast groundfish (1999-2002). This survey has been expanded to the ""NWFSC Shelf/Slope Bottom Trawl Survey for Pacific coast groundfish (2003-current) which is assumed to be Groundfish Bottom Trawl Survey in this drop-down list.",Pacific ocean perch - Pacific Coast,2017,11,Primary
California Current,Other Survey,NWFSC Bottom trawl Slope Survey -- 1999-2002,Kelp greenling - Oregon | Asmt & Status,2015,9,Exploratory
California Current,Other Survey,NWFSC Slope Survey of West Coast (conducted annually from 1999 to 2002).,Longnose skate - Pacific Coast,2019,9,Primary
California Current,Other Survey,NWFSC slope survey - Discontinued,Widow rockfish - Pacific Coast,2023,9,Exploratory
California Current,Other Survey,"NWFSC west coast bottom trawl ""slope survey"" (1999-2002)",China rockfish - Southern Pacific Coast,2019,9,Exploratory
California Current,Other Survey,ODFW ROV Camera Surveys,Cabezon - Northern Pacific Coast,2019,9,Exploratory
California Current,Other Survey,ODFW?s hook and line survey,Vermilion rockfish - Oregon,2021,9,Exploratory
California Current,Other Survey,Olympic Coast Monitoring Inventory,Black rockfish - Washington,2023,7,Primary
California Current,Other Survey,Orange County Sanitation District Trawl Survey,Cowcod - Southern California,2019,9,Exploratory
California Current,Other Survey,Oregon Department of Fish and Wildlife Nearshore Acoustic Survey,Oregon Blue and Deacon Rockfish Complex,2017,9,Exploratory
California Current,Other Survey,Oregon Department of Fish and Wildlife ROV Survey,Oregon Blue and Deacon Rockfish Complex,2017,9,Exploratory
California Current,Other Survey,PISCO Dive Survey 15+ cm fish,Northern California Gopher / Black-and-Yellow Rockfish Complex,2019,9,Primary
California Current,Other Survey,PISCO Dive Survey age=0 fish,Northern California Gopher / Black-and-Yellow Rockfish Complex,2019,9,Primary
California Current,Other Survey,Partnership for Interdisciplinary Studies of Coastal Oceans (PISCO) (2010-2011),China rockfish - Southern Pacific Coast,2019,9,Exploratory
California Current,Other Survey,Partnership for Interdisciplinary Studies of Coastal Oceans (PISCO) SCUBA Transects and hook-and-line sampling at reef sites,Oregon Blue and Deacon Rockfish Complex,2017,9,Exploratory
California Current,Other Survey,SWFSC Annual Pinniped survey on CA Coast and Islands (conducted by M. Lowry at SWFSC),Shortbelly rockfish - Pacific Coast,2007,6,Primary
California Current,Other Survey,SWFSC Groundfish Ecology survey longline (2001-2005): explored for bio comp. data,China rockfish - Southern Pacific Coast,2019,9,Exploratory
California Current,Other Survey,Sanitation index Publicly Owned Treatment Works (POTW) trawl survey,California scorpionfish - Southern California,2017,9,Primary
California Current,Other Survey,Seabird Food Habits Survey (1975-2004) by the Point Reyes Bird Observatory (PRBO) on the Southeast Farallon Islands.,Shortbelly rockfish - Pacific Coast,2007,6,Secondary
California Current,Other Survey,Southern California Bight Regional Monitoring Project Trawl Survey,California scorpionfish - Southern California,2017,9,Primary
California Current,Other Survey,TENERA SCUBA Survey (1977-2008). Explored but rejected due to very limited coverage.,Cabezon - Northern California | Asmt,2019,9,Exploratory
California Current,Other Survey,TRIENNIAL SHELF SURVEY - Discontinued,Sablefish - Pacific Coast,2023,8,Primary
California Current,Other Survey,"The Partnership for Interdisciplinary Studies of Coastal Oceans (PISCO) adult survey (1999-2018), conducted SCUBA surveys predominantly in the Monterey region - explored but not used",Cabezon - Northern California | Asmt,2019,9,Exploratory
California Current,Other Survey,"The Partnership for Interdisciplinary Studies of Coastal Oceans (PISCO) adult survey (1999-2018), conducted SCUBA surveys predominantly in the Monterey region - explored but not used",Cabezon - Southern California | Asmt,2019,9,Exploratory
California Current,Other Survey,WDFW hook and line survey,Lingcod - Northern Pacific Coast,2021,9,Exploratory
California Current,Other Survey,Washington Department of Fish and Wildlife?s Nearshore Rockfish Survey,Vermilion rockfish - Washington,2021,9,Exploratory
California Current,Other Survey,Washington Nearshore Survey,Black rockfish - Washington,2023,7,Primary
California Current,Recreational CPUE,Recreational CPUE,Bank rockfish - California,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Black rockfish - California,2019,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Black rockfish - Northern Pacific Coast,2007,9,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Black rockfish - Oregon | Asmt & Status,2023,7,Primary
California Current,Recreational CPUE,Recreational CPUE,Black rockfish - Point Conception / Oregon Border,2023,7,Primary
California Current,Recreational CPUE,Recreational CPUE,Black rockfish - South of Point Conception,2023,8,Primary
California Current,Recreational CPUE,Recreational CPUE,Black rockfish - Southern Pacific Coast,2007,11,Primary
California Current,Recreational CPUE,Recreational CPUE,Black rockfish - Washington,2023,7,Primary
California Current,Recreational CPUE,Recreational CPUE,Black-and-yellow rockfish - Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Blue rockfish - Northern California,2007,11,Primary
California Current,Recreational CPUE,Recreational CPUE,Blue rockfish - Northern Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Blue rockfish - Southern California,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Bocaccio - Northern Pacific Coast,2010,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Bocaccio - Southern Pacific Coast,2017,6,Primary
California Current,Recreational CPUE,Recreational CPUE,Bocaccio - Southern Pacific Coast,2017,6,Secondary
California Current,Recreational CPUE,Recreational CPUE,Brown rockfish - Pacific Coast,2013,11,Primary
California Current,Recreational CPUE,Recreational CPUE,Cabezon - California,2009,9,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Cabezon - California,2009,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Cabezon - Northern California | Asmt,2019,9,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Cabezon - Northern California | Asmt,2019,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Cabezon - Northern Pacific Coast,2019,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Cabezon - Southern California | Asmt,2019,9,Exploratory
California Current,Recreational CPUE,Recreational CPUE,Cabezon - Southern California | Asmt,2019,9,Primary
California Current,Recreational CPUE,Recreational CPUE,Cabezon - Washington | Asmt,2019,9,Primary
California Current,Recreational CPUE,Recreational CPUE,California Blue and Deacon Rockfish Complex,2019,9,Primary
California Current,Recreational CPUE,Recreational CPUE,California scorpionfish - Southern California,2017,9,Primary
